type,title,director,cast,country,rating,listed_in
Movie,the exception,['DavidLeveaux'],"['LilyJames', 'JaiCourtney', 'ChristopherPlummer', 'JanetMcTeer', 'BenDaniels', 'EddieMarsan', 'AntonLesser', 'MarkDexter', 'KrisCuppens']","['UnitedKingdom', 'UnitedStates']",R,"['Dramas', 'RomanticMovies']"
TV Show,the expanding universe of ashley garcia,['nan'],"['PaulinaChávez', 'JencarlosCanela']",['UnitedStates'],TV-PG,"[""Kids'TV"", 'TVComedies', 'TeenTVShows']"
Movie,the eyes of my mother,['NicolasPesce'],"['KikaMagalhães', 'OliviaBond', 'WillBrill', 'FloraDiaz', 'PaulNazak', 'ClaraWong', 'DianaAgostini']",['UnitedStates'],R,"['HorrorMovies', 'IndependentMovies']"
Movie,the f**k-it list,['MichaelDuggan'],"['EliBrown', 'MadisonIseman', 'MarcusScribner', ""JerryO'Connell"", 'KaranBrar', 'TristanLakeLeabu', 'PeterFacinelli', 'NatalieZea']",['UnitedStates'],TV-MA,['Comedies']
Movie,the family,['LucBesson'],"['RobertDeNiro', 'MichellePfeiffer', 'TommyLeeJones', 'DiannaAgron', ""JohnD'Leo"", 'JimmyPalumbo', 'DomenickLombardozzi', 'StanCarp', 'VincentPastore', 'JonFreda']","['France', 'UnitedKingdom', 'UnitedStates']",R,"['Action&Adventure', 'Comedies']"
TV Show,the family court,['nan'],"['TayPingHui', 'QiYuWu', 'ChrisTong', 'YaoWenlong', 'EelynKok', 'HongHuiFang', 'AnnKok']",['nan'],TV-MA,"['InternationalTVShows', 'TVDramas']"
TV Show,the fear,['MichaelSamuels'],"['PeterMullan', 'AnastasiaHille', 'HarryLloyd', 'PaulNicholls', 'DemosthenesChrysan', 'DragosBucur', 'ShabanArifi', 'JuliaRagnarsson', 'DannySapani', 'NigelLindsay', 'OsyIkhile', 'SidneyKean', 'LisaMcAllister', 'CatherineWinter', 'AmarildoKola', 'JuliusPeterWells']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'CrimeTVShows', 'TVDramas']"
Movie,the fear of 13,['DavidSington'],['nan'],['UnitedKingdom'],TV-MA,"['Documentaries', 'InternationalMovies']"
Movie,the feels,['JenéeLaMarque'],"['JenéeLaMarque', 'AngelaTrimbur', 'ConstanceWu', 'JoshFadem', 'EverMainard']",['UnitedStates'],TV-MA,"['Comedies', 'IndependentMovies', 'LGBTQMovies']"
TV Show,the fierce wife,['nan'],"['SoniaSui', 'JamesWen', 'AmandaChu', 'ChrisWang', 'KarenYing-ChenHu', 'PatrickLee', 'JanelTsai', 'Li-liPan', 'FuLei']",['Taiwan'],TV-MA,"['InternationalTVShows', 'RomanticTVShows', 'TVDramas']"
Movie,the fighter,['DavidO.Russell'],"['MarkWahlberg', 'ChristianBale', 'AmyAdams', 'MelissaLeo', 'JackMcGee', 'MelissaMcMeekin', 'BiancaHunter', 'EricaMcDermott', 'DendrieTaylor', 'JillQuigg', ""KateB.O'Brien"", 'SugarRayLeonard']",['UnitedStates'],R,"['Dramas', 'SportsMovies']"
Movie,the figurine (araromire),['KunleAfolayan'],"['RamseyNouah', 'OmoniOboli', 'KunleAfolayan', 'FunlolaAofiyebi', 'TosinSido', 'DavidJ.Oserwe', 'KateAdepegba', 'MurainaOyelami', 'WaleAdebayo', 'OmboGogoOmbo']",['Nigeria'],TV-14,"['HorrorMovies', 'InternationalMovies', 'Thrillers']"
Movie,the final destination,['DavidR.Ellis'],"['BobbyCampo', 'ShantelVanSanten', 'NickZano', 'HaleyWebb', 'MykeltiWilliamson', 'KristaAllen', 'AndrewFiscella', 'JustinWelborn', 'StephanieHonoré']",['UnitedStates'],R,['HorrorMovies']
TV Show,the final table,['nan'],['AndrewKnowlton'],['UnitedStates'],TV-PG,['RealityTV']
Movie,the first lady,['OmoniOboli'],"['OmoniOboli', 'AlexxEkubo', 'ChineduIkedieze', 'JosephBenjamin', 'YvonneJegede', 'AnthonyMonjaro', 'TaiwoFamiloni', 'JudeChukwuka', 'EmilynJohnson-Ekpo', 'UdokaOyeka']",['nan'],TV-MA,"['Dramas', 'InternationalMovies']"
Movie,the first line,"['CoerteVoorhees', 'JohnVoorhees']","['PantelisKodogiannis', 'KassandraVoyagis', 'PaulFreeman', 'MichaelByrne', 'GeorgesCorraface', 'YorgoVoyagis', 'GiancarloGiannini', 'KellyEleftheriou']","['UnitedStates', 'Greece', 'UnitedKingdom']",TV-14,"['Dramas', 'IndependentMovies']"
Movie,the first temptation of christ,['RodrigoVanDerPut'],"['GregorioDuvivier', 'FábioPorchat', 'AntonioTabet', 'EvelynCastro', 'RafaelPortugal', 'RobsonNunes', 'JoãoVicentedeCastro', 'EstevamNabote', 'ThatiLopes', 'KarinaRamil', 'SuraBerditchevsky', 'FábiodeLuca']",['Brazil'],TV-MA,"['Comedies', 'InternationalMovies']"
Movie,the first wives club,['HughWIlson'],"['BetteMidler', 'GoldieHawn', 'DianeKeaton', 'MaggieSmith', 'DanHedaya', 'SarahJessicaParker', 'StockardChanning', 'VictorGarber', 'StephenCollins', 'MarciaGayHarden', 'JennieDundas', 'ElizabethBerkley', 'EileenHeckart', 'BronsonPinchot', 'RobReiner']",['UnitedStates'],PG,['Comedies']
TV Show,the five,['MarkTonderai'],"['TomCullen', 'O.T.Fagbenle', 'LeeIngleby', 'SarahSolemani', 'HannahArterton', 'GeraldineJames', 'MichaelMaloney', 'RadeSerbedzija', 'JonathanKerrigan', 'DonWarrington', 'SophiaLaPorta']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'CrimeTVShows', 'TVDramas']"
Movie,the five venoms,['ChehChang'],"['PhilipKwok', 'ChienSun', 'ShengChiang', 'FengLu', 'MengLo', 'PaiWei', 'LungWeiWang', 'FengKu', 'ShuPeiSun', 'SunChien']",['HongKong'],R,"['Action&Adventure', 'CultMovies', 'InternationalMovies']"
TV Show,the fix,['nan'],"['JimmyCarr', 'D.L.Hughley', 'KatherineRyan']",['UnitedStates'],TV-MA,['TVComedies']
TV Show,the flash,['GlenWinter'],"['GrantGustin', 'CandicePatton', 'DaniellePanabaker', 'CarlosValdes', 'TomCavanagh', 'JesseL.Martin', 'NeilSandilands', 'BritneOldford', 'DanielleNicolet', 'KeiynanLonsdale', 'KimEngelbrecht']",['UnitedStates'],TV-14,"['CrimeTVShows', 'TVAction&Adventure', 'TVSci-Fi&Fantasy']"
Movie,the flintstones,['BrianLevant'],"['JohnGoodman', 'ElizabethPerkins', 'RickMoranis', ""RosieO'Donnell"", 'KyleMacLachlan', 'HalleBerry', 'ElizabethTaylor', 'DannFlorek', 'SamRaimi', 'HarveyKorman']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies']"
Movie,the flintstones in viva rock vegas,['BrianLevant'],"['MarkAddy', 'StephenBaldwin', 'KristenJohnston', 'JaneKrakowski', 'JoanCollins', 'ThomasGibson', 'AlanCumming']",['UnitedStates'],PG,"['Children&FamilyMovies', 'Comedies', 'RomanticMovies']"
Movie,the florida project,['SeanBaker'],"['BrooklynnPrince', 'BriaVinaite', 'WillemDafoe', 'ChristopherRivera', 'ValeriaCotto', 'MaconBlair', 'CalebLandryJones']",['UnitedStates'],R,"['Dramas', 'IndependentMovies']"
Movie,the flying guillotine,['MengHuaHo'],"['KuanTaiChen', 'FengKu', 'HungWei', 'WuChiLiu', 'YangChiang']",['HongKong'],TV-MA,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,the forbidden kingdom,['RobMinkoff'],"['JackieChan', 'JetLi', 'CollinChou', 'LiuYifei', 'LiBingbing', 'MichaelAngarano', 'MorganBenoit', 'JuanaCollignon', 'WangDeshun', 'ThomasMcDonell']","['UnitedStates', 'China']",PG-13,"['Action&Adventure', 'Sci-Fi&Fantasy']"
Movie,the force,['PeterNicks'],['nan'],['UnitedStates'],TV-MA,['Documentaries']
Movie,the foreigner,['MartinCampbell'],"['PierceBrosnan', 'KatieLeung', 'ManoloCardona', 'CharlieMurphy', 'PippaBennett-Warner', 'RufusJones', 'DermotCrowley', 'JackieChan', 'SimonKunz', 'RoryFleckByrne', 'LiuTao', 'MichaelMcElhatton', 'OrlaBrady', 'DavidPearse']","['UnitedKingdom', 'China', 'UnitedStates', 'India']",R,"['Action&Adventure', 'InternationalMovies']"
Movie,the forest,['JasonZada'],"['NatalieDormer', 'TaylorKinney', 'YukiyoshiOzawa', 'EoinMacken', 'StephanieVogt', 'RinaTakasaki', 'NorikoSakura', 'YuhoYamashita']",['UnitedStates'],PG-13,"['HorrorMovies', 'IndependentMovies']"
Movie,the forest of love,['SionSono'],"['KippeiShiina', 'ShinnosukeMitsushima', 'KyookoHinami', 'EriKamataki', 'YoungDais', 'NatsukiKawamura', 'YuzukaNakaya', 'DaiHasegawa', 'ChihoFujii', 'SeiMatobu', 'Denden']",['Japan'],TV-MA,"['Dramas', 'InternationalMovies', 'Thrillers']"
TV Show,the forest of love: deep cut,['SionSono'],"['KippeiShiina', 'ShinnosukeMitsushima', 'KyookoHinami', 'EriKamataki', 'YoungDais', 'NatsukiKawamura', 'YuzukaNakaya', 'DaiHasegawa', 'ChihoFujii', 'SeiMatobu', 'Denden']",['Japan'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
Movie,the forgotten,['OliverFrampton'],"['ClemTibber', 'ElaricaJohnson', 'JamesDoherty', 'ShaunDingwall', 'LyndseyMarshal']",['UnitedKingdom'],TV-MA,['HorrorMovies']
Movie,the forty-year-old version,['RadhaBlank'],"['RadhaBlank', 'PeterKim', 'OswinBenjamin', 'ImaniLewis', 'HaskiriVelazquez', 'AntonioOrtiz', 'T.J.Atoms', 'ReedBirney']",['UnitedStates'],R,"['Comedies', 'Dramas', 'IndependentMovies']"
TV Show,the fosters,['nan'],"['TeriPolo', 'SherriSaum', 'JakeT.Austin', 'HaydenByerly', 'DavidLambert', 'MaiaMitchell', 'DannyNucci', 'CierraRamirez', 'MadisenBeaty', 'AlexSaxon']",['UnitedStates'],TV-14,['TVDramas']
Movie,the founder,['JohnLeeHancock'],"['LauraDern', 'B.J.Novak', 'PatrickWilson', 'JohnCarrollLynch', 'RicReitz', 'JohnCarroll', 'NickOfferman', 'MichaelKeaton', 'WilburFitzgerald', 'LindaCardellini']","['UnitedStates', 'Greece']",PG-13,['Dramas']
TV Show,the frankenstein chronicles,['nan'],"['SeanBean', 'TomWard', 'RichieCampbell', 'VanessaKirby', 'EdStoppard', 'RyanSampson', 'RobbieGee', 'AnnaMaxwellMartin', 'ElliotCowan', 'CharlieCreed-Miles', 'EloiseSmyth', 'SamuelWest']",['UnitedKingdom'],TV-MA,"['BritishTVShows', 'CrimeTVShows', 'InternationalTVShows']"
Movie,the free man,['ToaFraser'],['JossiWells'],['NewZealand'],TV-PG,"['Documentaries', 'SportsMovies']"
TV Show,the frozen dead,['nan'],"['CharlesBerling', 'JuliaPiaton', 'PascalGreggory', 'NinaMeurisse', 'LubnaAzabal', 'AnneLeNy', 'RobinsonStévenin', 'RobertPlagnol', 'SophieGuillemin']",['France'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
Movie,the frozen ground,['ScottWalker'],"['NicolasCage', 'JohnCusack', 'VanessaHudgens', 'DeanNorris', 'RadhaMitchell', '50Cent', 'KevinDunn', 'OlgaValentina', 'MichaelMcGrady', ""JodiLynO'Keefe""]",['UnitedStates'],R,"['Dramas', 'Thrillers']"
Movie,the fundamentals of caring,['RobBurnett'],"['PaulRudd', 'CraigRoberts', 'SelenaGomez', 'JenniferEhle', 'MeganFerguson', 'FrederickWeller', 'BobbyCannavale']",['UnitedStates'],TV-MA,"['Comedies', 'Dramas', 'IndependentMovies']"
TV Show,the furchester hotel,['nan'],"['SarahBurgess', 'RyanDillon', 'LouiseGold', 'DavidRudman', 'AndrewSpooner', 'MakWilson']","['UnitedKingdom', 'UnitedStates']",TV-Y,"['BritishTVShows', ""Kids'TV""]"
Movie,the fury of a patient man,['RaúlArévalo'],"['AntoniodelaTorre', 'LuisCallejo', 'RuthDíaz', 'RaúlJiménez', 'ManoloSolo', 'FontGarcía', 'PilarGómez', 'AliciaRubio']",['Spain'],TV-MA,"['InternationalMovies', 'Thrillers']"
TV Show,the future of water,['nan'],['nan'],['Norway'],TV-PG,"['Docuseries', 'InternationalTVShows', 'Science&NatureTV']"
TV Show,the game,['nan'],"['TiaMowry-Hardrict', 'PoochHall', 'CobyBell', 'WendyRaquelRobinson', 'HoseaChanchez', 'BrittanyDaniel', 'BarryFloyd']",['UnitedStates'],TV-14,"['RomanticTVShows', 'TVComedies', 'TVDramas']"
Movie,the game changers,['LouiePsihoyos'],"['ArnoldSchwarzenegger', 'LewisHamilton', 'JamesWilks', 'PatrikBaboumian', 'ScottJurek', 'NimaiDelgado', 'MorganMitchell', 'RipEsselstyn', 'DotsieBausch', 'DamienMander', 'MichaelThomas', 'Dr.DeanOrnish', 'DavidGoldman']",['UnitedStates'],TV-MA,"['Documentaries', 'SportsMovies']"
Movie,the garden of words,['MakotoShinkai'],"['MiyuIrino', 'KanaHanazawa', 'FumiHirano', 'TakeshiMaeda', 'YukaTerasaki', 'TakanoriHoshino', 'SuguruInoue', 'MegumiHan', 'MikakoKomatsu', 'YukiHayashi']",['Japan'],TV-14,"['AnimeFeatures', 'InternationalMovies', 'RomanticMovies']"
TV Show,the garfield show,['nan'],"['FrankWelker', 'WallyWingert', 'GreggBerger']","['France', 'UnitedStates']",TV-Y,"[""Kids'TV"", 'TVComedies']"
Movie,the gathering,['NiaDinata'],"['CutMiniTheo', 'ToraSudiro', 'AidaNurmala', 'SuryaSaputra', 'RachelMaryamSayidina', 'TreyGondokusumo', 'LiliHarahap', 'AuroraYahya', 'WilzaLubis', 'NicoSiahaan']",['Indonesia'],TV-14,"['Comedies', 'Dramas', 'InternationalMovies']"
Movie,the gentleman driver,['MarioMattei'],['nan'],['UnitedStates'],TV-MA,"['Documentaries', 'SportsMovies']"
TV Show,the get down,['nan'],"['JusticeSmith', 'ShameikMoore', 'HerizenGuardiola', 'SkylanBrooks', 'TremaineBrown', 'Jr.', 'YahyaAbdul-MateenII', 'JimmySmits', 'GiancarloEsposito', 'KevinCorrigan', 'StefaneeMartin', 'ShyrleyRodriguez', 'EricBogosian', 'MichelGill', 'MamoudouAthie']",['UnitedStates'],TV-MA,['TVDramas']
Movie,the ghost and the tout,['CharlesUwagbai'],"['ToyinAbraham', 'SambasaNzeribe', 'ChiomaChukwukaAkpotha', 'ChiomaOmeruah', 'ChiwetaluAgu', 'DeleOdule', 'FemiAdebayo', 'BayrayMcNwizu', 'BiodunStephen']",['Nigeria'],TV-14,"['Comedies', 'InternationalMovies']"
TV Show,the ghost bride,['QuekShio-chuan'],"['HuangPeijia', 'WuKang-jen', 'LudiLin', 'JanetHsieh', 'KuangTian', 'SusanLeong', 'JordanVoon', 'AngelineTan', 'JojoGoh', 'TeresaDaley']","['Taiwan', 'Malaysia']",TV-14,"['InternationalTVShows', 'TVDramas', 'TVMysteries']"
Movie,the ghost who walks,['CodyStokes'],"['GarlandScott', 'FrankMosley', 'AlexiaRasmussen', 'GilDarnell', 'DashaNekrasova', 'NattalyeeRandall', 'LindaKennedy', 'PeterMayer', 'CurtisYork', 'DennisLebby']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies', 'Thrillers']"
Movie,the giant,"['AitorArregi', 'JonGaraño']","['JosebaUsabiaga', 'EnekoSagardoy', 'IñigoAranburu', 'RamónAguirre', 'AiaKruse', 'IñigoAzpitarte']",['Spain'],TV-14,"['Dramas', 'InternationalMovies']"
TV Show,the gift,['nan'],"['BerenSaat', 'MehmetGünsür', 'MetinAkdülger', 'MelisaŞenolsun', 'BaşakKöklükaya', 'CivanCanova', 'TimSeyfi', 'MeralÇetinkaya', 'HazalTüresan', 'CezmiBaskın']",['Turkey'],TV-MA,"['InternationalTVShows', 'TVDramas', 'TVMysteries']"
Movie,the girl allergic to wi-fi,['JunLana'],"['SueRamirez', 'JamesonBlake', 'MarkusPaterson', 'AngellieSaño']",['Philippines'],TV-MA,"['InternationalMovies', 'RomanticMovies']"
Movie,the girl from the song,['IbaiAbad'],"['LewisRainer', 'JosephineBerry', 'CharlotteAtkinson', 'CharlesMacGechan']",['Spain'],TV-MA,"['Dramas', 'IndependentMovies', 'InternationalMovies']"
Movie,the girl with the dragon tattoo,['DavidFincher'],"['DanielCraig', 'RooneyMara', 'ChristopherPlummer', 'StellanSkarsgård', 'StevenBerkoff', 'RobinWright', 'YorickvanWageningen', 'JoelyRichardson', 'GeraldineJames', 'GoranVisnjic']","['UnitedStates', 'Sweden', 'Norway']",R,"['Dramas', 'Thrillers']"
TV Show,the golden path,['nan'],"['LiNanxing', 'ChenLiping', 'ChewChorMeng', 'TayPingHui', 'JoannePeh', 'FeliciaChin', 'HuangWenyong', 'AlanTern']",['nan'],TV-MA,"['InternationalTVShows', 'TVDramas']"
TV Show,the golden years with javed akhtar,['nan'],['nan'],['India'],TV-G,"['Docuseries', 'InternationalTVShows']"
Movie,the golem,"['DoronPaz', 'YoavPaz']","['HaniFurstenberg', 'IshaiGolan', 'KirillCernyakov', 'BrynieFurstenberg', 'LennyRavitz', 'AlexeyTritenko', 'AdiKvetner', 'MariyaKhomutova', 'VeronikaShostak', 'KonstantinAnikienko']",['Israel'],TV-MA,"['HorrorMovies', 'IndependentMovies', 'InternationalMovies']"
TV Show,the good bandit,['nan'],"['DiegoVásquez', 'CarolinaAcevedo', 'NormaNivia', 'AnaMaríaArango', 'ÁlvaroBayona', 'KatherinePorto', 'TiberioCruz', 'FelipeCalero', 'JimenaDurán', 'AndrésToro', 'SebastiánSánchez', 'IsabellaBarragán']",['Colombia'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
Movie,the good catholic,['PaulShoulberg'],"['ZacharySpicer', 'WrennSchmidt', 'DannyGlover', 'JohnC.McGinley']",['UnitedStates'],PG-13,"['Comedies', 'Dramas', 'RomanticMovies']"
TV Show,the good cop,['nan'],"['TonyDanza', 'JoshGroban', 'MonicaBarbaro', 'IsiahWhitlockJr.']",['UnitedStates'],TV-14,"['CrimeTVShows', 'TVComedies', 'TVDramas']"
TV Show,the good detective,['nan'],"['SonHyun-joo', 'JangSeung-jo', 'LeeElijah', 'OhJung-se']",['SouthKorea'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'TVDramas']"
Movie,the good neighbor,['KasraFarahani'],"['JamesCaan', 'LoganMiller', 'KeirGilchrist', 'LauraInnes', 'EdwinHodge', 'AnneDudek', 'BaileyNoble', 'LiliReinhart', 'MindySterling']",['UnitedStates'],TV-MA,"['Dramas', 'IndependentMovies', 'Thrillers']"
TV Show,the good place,['nan'],"['KristenBell', 'TedDanson', 'WilliamJacksonHarper', 'JameelaJamil', ""D'ArcyCarden"", 'MannyJacinto']",['UnitedStates'],TV-14,['TVComedies']
Movie,"the goods: live hard, sell hard",['NealBrennan'],"['JeremyPiven', 'VingRhames', 'JamesBrolin', 'DavidKoechner', 'KathrynHahn', 'EdHelms', 'JordanaSpiro', 'TonyHale', 'KenJeong', 'RobRiggle', 'KristenSchaal', 'AlanThicke', 'JonathanSadowski', 'JoeyKern', 'CraigRobinson']",['UnitedStates'],R,['Comedies']
TV Show,the goop lab with gwyneth paltrow,['nan'],"['GwynethPaltrow', 'EliseLoehnen']",['UnitedStates'],TV-MA,['RealityTV']
Movie,the gospel of john,['DavidBatty'],"['SelvaRasalingam', 'MouradZaoui', ""ElMahmoudiM'Barek"", 'AbdelilahWahbi', ""AbdelazizN'Mila"", 'AitYoussefYoussef', 'DavidHarewood']","['UnitedKingdom', 'UnitedStates', 'Morocco']",TV-14,"['Dramas', 'Faith&Spirituality']"
Movie,the gospel of luke,['DavidBatty'],"['SelvaRasalingam', 'KarimaGouit', 'MouradZaoui', ""ElMahmoudiM'Barek"", 'AbdelilahWahbi', ""AbdelazizN'Mila"", 'AitYoussefYoussef', 'MohamedElKorchi', 'RamdaneAala']","['UnitedStates', 'UnitedKingdom', 'Morocco']",TV-14,"['Dramas', 'Faith&Spirituality']"
Movie,the gospel of mark,['DavidBatty'],"['SelvaRasalingam', 'MouradZaoui', ""ElMahmoudiM'Barek"", 'AbdelilahWahbi', ""AbdelazizN'Mila"", 'AitYoussefYoussef']",['nan'],TV-14,"['Dramas', 'Faith&Spirituality']"
Movie,the gospel of matthew,['DavidBatty'],"['SelvaRasalingam', 'MouradZaoui', 'KarimaGouit', ""ElMahmoudiM'Barek"", 'AbdelilahWahbi', 'AitYoussefYoussef', 'RamdaneAala', 'MohamedElKorchi']",['nan'],TV-14,"['Dramas', 'Faith&Spirituality']"
TV Show,the governor,['nan'],"['CarolineChikezie', 'BimboManuel', 'LordFrank', 'EdmondEnaibe', 'TaiwoObileye', 'JudeChukwuka', 'KunleCoker', 'PaulChristianChukwudi', 'SamuelAbiolaRobinson', 'SimiAdejumo', 'AniIyoho']",['Nigeria'],TV-14,"['InternationalTVShows', 'TVDramas']"
Movie,the grandmaster,['WongKarWai'],"['TonyLeungChiu-wai', 'ZhangZiyi', 'ChangChen', 'XiaoShen-Yang', 'ZhaoBenshan', 'SongHye-kyo', 'WangQingxiang', 'ZhangJin', 'LoHoi-pang', 'CungLe', 'JulianCheung']","['HongKong', 'China']",PG-13,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
Movie,the great battle,['nan'],"['ZoIn-sung', 'NamJoo-hyuk', 'ParkSung-woong', 'BaeSeong-woo', 'Seolhyun', 'JungEun-chae', 'YuOh-seong', 'SungDong-il', 'OhDae-whan']",['SouthKorea'],TV-MA,"['Action&Adventure', 'Dramas', 'InternationalMovies']"
TV Show,the great british baking show,['AndyDevonshire'],"['MelGiedroyc', 'SuePerkins', 'MaryBerry', 'PaulHollywood']",['UnitedKingdom'],TV-14,"['BritishTVShows', 'RealityTV']"
TV Show,the great british baking show: holidays,['nan'],"['PaulHollywood', 'PrueLeith', 'SandiToksvig', 'NoelFielding']",['nan'],TV-14,"['BritishTVShows', 'RealityTV']"
TV Show,the great british baking show: masterclass,['nan'],"['MaryBerry', 'PaulHollywood']",['UnitedKingdom'],TV-PG,"['BritishTVShows', 'RealityTV']"
TV Show,the great british baking show: the beginnings,['nan'],"['PaulHollywood', 'MaryBerry', 'MelGiedroyc', 'SuePerkins']",['nan'],TV-PG,"['BritishTVShows', 'RealityTV']"
Movie,the great gambler,['ShaktiSamanta'],"['AmitabhBachchan', 'ZeenatAman', 'NeetuSingh', 'PremChopra', 'UtpalDutt', 'MadanPuri', 'OmShivpuri', 'Iftekhar', 'SujitKumar', 'RoopeshKumar']",['India'],TV-14,"['Action&Adventure', 'ClassicMovies', 'CultMovies']"
Movie,the great hack,"['KarimAmer', 'JehaneNoujaim']",['nan'],['UnitedStates'],TV-MA,['Documentaries']
TV Show,the great heist,['nan'],"['AndrésParra', 'ChristianTappan', 'MarcelaBenjumea', 'JuanSebastiánCalero', 'WaldoUrrego', 'RodrigoJerez', 'KatherineVélez', 'PaulaCastaño', 'PedroSuárez', 'ÉdgarVittorino', 'RamsésRamos', 'JuanPabloBarragán']",['Colombia'],TV-MA,"['CrimeTVShows', 'InternationalTVShows', 'Spanish-LanguageTVShows']"
Movie,the great magician,['YeeTung-Shing'],"['TonyLeungChiuWai', 'LauChingWan', 'ZhouXun', 'WuGang', 'NiYan', 'PaulChun', 'KenyaSawada', 'LamSuet']","['HongKong', 'China']",TV-14,"['Action&Adventure', 'Comedies', 'Dramas']"
Movie,the great raid,['JohnDahl'],"['BenjaminBratt', 'JamesFranco', 'ConnieNielsen', 'MartonCsokas', 'JosephFiennes', 'MotokiKobayashi', 'RobertMammone', 'NatalieMendoza', 'CesarMontano', 'JamesCarpinello', 'MarkConsuelos', 'SamWorthington', 'CraigMcLachlan', 'MaxMartini', 'ClayneCrawford']","['UnitedStates', 'Australia']",R,"['Action&Adventure', 'Dramas']"
TV Show,the great train robbery,['nan'],"['LukeEvans', 'JimBroadbent', 'PaulAnderson', 'MartinCompston', 'NeilMaskell', 'JackRoth', 'GeorgeCostigan', 'RobertGlenister', 'NickMoran', 'TimPigott-Smith', 'JamesFox', 'JamesWilby', 'JackGordon', 'NicholasMurchie', 'DelSynnott', 'RichardHope', 'JohnSalthouse']",['UnitedKingdom'],NR,"['BritishTVShows', 'CrimeTVShows', 'InternationalTVShows']"
Movie,the green hornet,['MichelGondry'],"['SethRogen', 'JayChou', 'CameronDiaz', 'TomWilkinson', 'ChristophWaltz', 'DavidHarbour', 'EdwardJamesOlmos', 'JamieHarris', 'ChadL.Coleman', 'EdwardFurlong']",['UnitedStates'],PG-13,"['Action&Adventure', 'Comedies']"
Movie,the green inferno,['EliRoth'],"['IgnaciaAllamand', 'DarylSabara', 'NicolásMartínez', 'LorenzaIzzo', 'ArielLevy', 'MagdaApanowicz', 'SkyFerreira', 'KirbyBlissBlanton', 'AaronBurns', 'RamónLlao', 'RichardBurgi']","['UnitedStates', 'Spain']",R,"['HorrorMovies', 'IndependentMovies']"
Movie,the guardian brothers,['GaryWang'],"['EdwardNorton', 'DanFogler', 'MikeBirbiglia', 'BellaThorne', 'RandallPark', 'MelBrooks', 'NicoleKidman', 'MerylStreep']",['China'],TV-G,"['Children&FamilyMovies', 'Comedies']"
Movie,the guernsey literary and potato peel pie society,['MikeNewell'],"['LilyJames', 'MichielHuisman', 'PenelopeWilton', 'TomCourtenay', 'JessicaBrownFindlay', 'KatherineParkinson', 'MatthewGoode']","['UnitedKingdom', 'France', 'UnitedStates']",TV-PG,"['Dramas', 'RomanticMovies']"
TV Show,the guest,['nan'],"['KimDong-wook', 'KimJae-uk', 'JungEun-chae', 'AhnNae-sang', 'LeeWon-jong', 'ParkHo-san']",['SouthKorea'],TV-14,"['InternationalTVShows', 'TVHorror', 'TVMysteries']"
TV Show,the guild,['nan'],"['FeliciaDay', 'SandeepParikh', 'JeffLewis', 'RobinThorsen', 'AmyOkuda', 'VincentCaso']",['UnitedStates'],TV-MA,['TVComedies']
Movie,the half of it,['AliceWu'],"['LeahLewis', 'DanielDiemer', 'AlexxisLemire', 'WolfgangNovogratz', 'CollinChou', 'BeckyAnnBaker', 'EnriqueMurciano', 'MacintyreDixon', 'CatherineCurtin']",['UnitedStates'],PG-13,"['Comedies', 'Dramas', 'LGBTQMovies']"
Movie,the happytime murders,['BrianHenson'],"['MelissaMcCarthy', 'ElizabethBanks', 'MayaRudolph', 'BillBarretta', 'LeslieDavidBaker', 'JoelMcHale', 'DorienDavies', 'CynthyWu', 'MichaelMcDonald', 'MitchSilpa']","['UnitedStates', 'China', 'Canada']",R,"['Action&Adventure', 'Comedies']"
Movie,the hard way,['KeoniWaxman'],"['MichaelJaiWhite', 'LukeGoss', 'RandyCouture', 'MadalinaAnea', 'GrantCampbell', 'GeorgeRemes', 'OvidiuNiculescu', 'AdreeaDiac', 'MichaelaHolla', 'BogdenFarcas']",['UnitedStates'],TV-MA,['Action&Adventure']
Movie,the hateful eight,['QuentinTarantino'],"['SamuelL.Jackson', 'KurtRussell', 'JenniferJasonLeigh', 'WaltonGoggins', 'DemiánBichir', 'TimRoth', 'MichaelMadsen', 'BruceDern', 'JamesParks', 'DanaGourrier', 'ChanningTatum', 'ZoëBell']",['UnitedStates'],R,"['Action&Adventure', 'Thrillers']"
TV Show,the hateful eight: extended version,['QuentinTarantino'],"['SamuelL.Jackson', 'KurtRussell', 'JenniferJasonLeigh', 'WaltonGoggins', 'DemiánBichir', 'TimRoth', 'MichaelMadsen', 'BruceDern', 'JamesParks']",['nan'],R,['TVShows']
